"","date","artist","track","album"
"6589",2019-12-28 08:28:51,"Arch Enemy","No More Regrets","War Eternal"
"6590",2019-12-28 08:24:44,"Arch Enemy","As the Pages Burn","War Eternal"
"6591",2019-12-28 08:20:27,"Arch Enemy","War Eternal","War Eternal"
"6592",2019-12-28 08:19:56,"Battle Beast","Eden","No More Hollywood Endings"
"6593",2019-12-28 08:15:55,"Battle Beast","Eden","No More Hollywood Endings"
"6594",2019-12-28 08:11:59,"Battle Beast","No More Hollywood Endings","No More Hollywood Endings"
"6595",2019-12-28 08:05:56,"Amon Amarth","War of the Gods","Surtur Rising"
"6596",2019-12-28 08:00:35,"Amon Amarth","Raven's Flight","Berserker"
"6597",2019-12-28 07:56:10,"Amon Amarth","Raise Your Horns","Jomsviking"
"6598",2019-12-28 07:51:30,"Arch Enemy","Yesterday Is Dead and Gone - Live at Wacken 2016","As the Stages Burn! (Live at Wacken 2016)"
"6599",2019-12-28 07:47:13,"Arch Enemy","War Eternal","War Eternal"
"6600",2019-12-28 07:42:28,"Lamb of God","512","VII: Sturm Und Drang"
"6601",2019-12-28 07:37:08,"Lamb of God","Torches","VII: Sturm Und Drang"
"6602",2019-12-28 07:33:13,"Lamb of God","Desolation","Resolution"
"6603",2019-12-28 07:29:12,"Lamb of God","One Gun","Ashes of the Wake (15th Anniversary)"
"6604",2019-12-28 07:23:31,"Lamb of God","Remorse Is for the Dead","Ashes of the Wake (15th Anniversary)"
"6605",2019-12-28 07:16:25,"Lamb of God","Reclamation","Wrath"
"6606",2019-12-28 07:11:37,"Lamb of God","Omerta","Ashes of the Wake (15th Anniversary)"
"6607",2019-12-28 07:11:37,"Lamb of God","Walk With Me In Hell","Sacrament"
"6608",2019-12-28 07:06:25,"Lamb of God","Walk With Me In Hell","Sacrament"
"6609",2019-12-28 07:02:43,"Lamb of God","Redneck","Sacrament"
"6610",2019-12-28 06:58:52,"Lamb of God","Laid to Rest","Ashes of the Wake (15th Anniversary)"
"6611",2019-12-28 06:53:29,"Dark Tranquillity","ThereIn","Projector"
"6612",2019-12-28 06:48:56,"Dark Tranquillity","FreeCard","Projector"
"6613",2019-12-28 06:42:35,"Eternal Tears of Sorrow","The River Flows Frozen","A Virgin and a Whore"
"6614",2019-12-28 06:34:05,"Arch Enemy","War Eternal","War Eternal"
"6615",2019-12-28 06:29:44,"Battle Beast","Eden","No More Hollywood Endings"
"6616",2019-12-28 06:25:50,"Battle Beast","No More Hollywood Endings","No More Hollywood Endings"
"6617",2019-12-28 06:19:28,"Abigail Williams","I Will Depart","Walk Beyond the Dark"
"6618",2019-12-28 06:14:51,"All That Remains","What If I Was Nothing","A War You Cannot Win"
"6619",2019-12-28 06:09:36,"Sabaton","Bismarck","Bismarck"
"6620",2019-12-28 06:06:10,"Sabaton","Resist and Bite","Heroes"
"6621",2019-12-28 06:00:50,"Sabaton","Bismarck","Bismarck"
"6622",2019-12-28 05:57:49,"Sabaton","Bismarck","Bismarck"
"6623",2019-12-28 05:54:44,"Sabaton","Bismarck","Bismarck"
"6624",2019-12-28 01:59:26,"WORMWITCH","Vernal Womb","Heaven That Dwells Within"
"6625",2019-12-28 00:53:48,"WORMWITCH","Disciple of the Serpent Star","Heaven That Dwells Within"
"6626",2019-12-28 00:47:01,"Aephanemer","Bloodline","Prokopton"
"6627",2019-12-28 00:42:53,"Dark Tranquillity","The Grandest Accusation","We are the Void"
"6628",2019-12-28 00:37:25,"Aephanemer","Prokopton","Prokopton"
"6629",2019-12-28 00:31:42,"Dark Tranquillity","State of Trust","Construct"
"6630",2019-12-28 00:27:52,"Tool","Sober","Undertow"
"6631",2019-12-28 00:21:19,"Tool","Wings for Marie (Pt 1)","10,000 Days"
"6632",2019-12-28 00:14:47,"Opeth","Sorceress","Sorceress"
"6633",2019-12-28 00:12:53,"Opeth","Persephone","Sorceress"
"6634",2019-12-27 21:12:08,"Harakiri for the Sky","You Are the Scars","You Are the Scars"
"6635",2019-12-27 20:49:03,"Amorphis","Silver Bride","Skyforger"
"6636",2019-12-27 20:44:48,"Amorphis","House of Sleep","Eclipse"
"6637",2019-12-27 20:37:30,"Eluveitie","A Rose for Epona - Live","Live at Masters of Rock 2019"
"6638",2019-12-27 20:32:24,"Children of Bodom","Morrigan","I Worship Chaos"
"6639",2019-12-27 20:26:20,"Parkway Drive","Chronos","Reverence"
"6640",2019-12-27 20:22:26,"Mors Subita","As Humanity Weeps","Into the Pitch Black"
"6641",2019-12-27 20:22:26,"Parkway Drive","The Void","Reverence"
"6642",2019-12-27 20:18:17,"Mors Subita","As Humanity Weeps","Into the Pitch Black"
"6643",2019-12-27 20:12:14,"Tool","Parabol","Lateralus"
"6644",2019-12-27 20:12:13,"Tool","Parabola","Lateralus"
"6645",2019-12-27 20:09:10,"Tool","Parabol","Lateralus"
"6646",2019-12-27 20:04:06,"Opeth","Ending Credits","Damnation"
"6647",2019-12-27 19:56:18,"Opeth","To Rid the Disease","Damnation"
"6648",2019-12-27 19:43:57,"Opeth","Closure","Damnation"
"6649",2019-12-27 19:38:06,"Opeth","Death Whispered a Lullaby","Damnation"
"6650",2019-12-27 19:32:18,"Opeth","In My Time of Need","Damnation"
"6651",2019-12-27 19:24:33,"Opeth","Windowpane","Damnation"
"6652",2019-12-27 19:13:22,"Opeth","Ghost of Perdition","Ghost Reveries"
"6653",2019-12-27 19:04:03,"Abigail Williams","I Will Depart","Walk Beyond the Dark"
"6654",2019-12-27 19:02:47,"Mors Subita","Dead Sun","Into the Pitch Black"
"6655",2019-12-27 18:55:05,"Pantera","I'm Broken","Far Beyond Driven"
"6656",2019-12-27 18:52:03,"Lamb of God","Descending","Sacrament"
"6657",2019-12-27 18:48:15,"Lamb of God","Walk With Me In Hell","Sacrament"
"6658",2019-12-27 18:43:51,"Arch Enemy","War Eternal","War Eternal"
"6659",2019-12-27 05:32:29,"Arch Enemy","We Will Rise - Live at Wacken 2016","As the Stages Burn! (Live at Wacken 2016)"
"6660",2019-12-27 05:28:08,"Arch Enemy","No Gods, No Masters - Live at Wacken 2016","As the Stages Burn! (Live at Wacken 2016)"
"6661",2019-12-27 05:23:23,"Arch Enemy","Avalanche - Live at Wacken 2016","As the Stages Burn! (Live at Wacken 2016)"
"6662",2019-12-27 05:15:58,"Arch Enemy","Dead Eyes See No Future - Live at Wacken 2016","As the Stages Burn! (Live at Wacken 2016)"
"6663",2019-12-27 05:11:31,"Arch Enemy","As the Pages Burn - Live at Wacken 2016","As the Stages Burn! (Live at Wacken 2016)"
"6664",2019-12-27 05:06:10,"Arch Enemy","Under Black Flags We March - Live at Wacken 2016","As the Stages Burn! (Live at Wacken 2016)"
"6665",2019-12-27 05:00:34,"Arch Enemy","Bloodstained Cross - Live at Wacken 2016","As the Stages Burn! (Live at Wacken 2016)"
"6666",2019-12-27 04:56:01,"Arch Enemy","You Will Know My Name - Live at Wacken 2016","As the Stages Burn! (Live at Wacken 2016)"
"6667",2019-12-27 04:49:59,"Arch Enemy","My Apocalypse - Live at Wacken 2016","As the Stages Burn! (Live at Wacken 2016)"
"6668",2019-12-27 04:46:59,"Arch Enemy","Stolen Life - Live at Wacken 2016","As the Stages Burn! (Live at Wacken 2016)"
"6669",2019-12-27 04:42:55,"Arch Enemy","Ravenous - Live at Wacken 2016","As the Stages Burn! (Live at Wacken 2016)"
"6670",2019-12-27 04:38:26,"Arch Enemy","War Eternal - Live at Wacken 2016","As the Stages Burn! (Live at Wacken 2016)"
"6671",2019-12-27 04:33:48,"Arch Enemy","Yesterday Is Dead and Gone - Live at Wacken 2016","As the Stages Burn! (Live at Wacken 2016)"
"6672",2019-12-27 04:32:14,"Arch Enemy","Khaos Overture - Live at Wacken 2016","As the Stages Burn! (Live at Wacken 2016)"
"6673",2019-12-27 04:27:20,"Arch Enemy","War Eternal","War Eternal"
"6674",2019-12-27 04:22:57,"Arch Enemy","War Eternal","War Eternal"
"6675",2019-12-27 04:18:47,"Lamb of God","One Gun","Ashes of the Wake (15th Anniversary)"
"6676",2019-12-27 04:13:29,"Lamb of God","Torches","VII: Sturm Und Drang"
"6677",2019-12-27 04:09:34,"Lamb of God","Desolation","Resolution"
"6678",2019-12-27 04:09:34,"Arch Enemy","War Eternal","War Eternal"
"6679",2019-12-27 04:05:19,"Arch Enemy","War Eternal","War Eternal"
"6680",2019-12-27 03:59:36,"Lamb of God","Desolation","Resolution"
"6681",2019-12-27 03:54:18,"Arch Enemy","War Eternal","War Eternal"
"6682",2019-12-27 03:49:12,"Arch Enemy","War Eternal","War Eternal"
"6683",2019-12-27 03:42:06,"Lamb of God","Reclamation","Wrath"
"6684",2019-12-27 03:36:54,"Lamb of God","Walk With Me In Hell","Sacrament"
"6685",2019-12-27 03:33:13,"Lamb of God","Redneck","Sacrament"
"6686",2019-12-27 03:28:34,"Arch Enemy","Yesterday Is Dead and Gone - Live at Wacken 2016","As the Stages Burn! (Live at Wacken 2016)"
"6687",2019-12-27 03:24:00,"Amon Amarth","War of the Gods","Surtur Rising"
"6688",2019-12-27 03:19:36,"Amon Amarth","Raise Your Horns","Jomsviking"
"6689",2019-12-27 03:14:50,"Lamb of God","512","VII: Sturm Und Drang"
"6690",2019-12-27 03:10:04,"Lamb of God","Omerta","Ashes of the Wake (15th Anniversary)"
"6691",2019-12-27 03:04:43,"Amon Amarth","Raven's Flight","Berserker"
"6692",2019-12-27 02:59:02,"Lamb of God","Remorse Is for the Dead","Ashes of the Wake (15th Anniversary)"
"6693",2019-12-27 02:53:43,"Lamb of God","Laid to Rest","Ashes of the Wake (15th Anniversary)"
"6694",2019-12-27 02:24:36,"Mika Lammassaari","Flooding Secrations (feat. Eemeli Bodde)","Hevi reissu - Heavy Trip"
"6695",2019-12-27 02:13:19,"Alestorm","Mexico","No Grave but the Sea (Deluxe Edition)"
"6696",2019-12-27 01:44:42,"Mors Subita","As Humanity Weeps","Into the Pitch Black"
"6697",2019-12-27 01:40:33,"Mors Subita","As Humanity Weeps","Into the Pitch Black"
"6698",2019-12-27 01:35:26,"Linkin Park","Numb","Meteora"
"6699",2019-12-27 01:35:26,"Linkin Park","What I've Done","Minutes to Midnight"
"6700",2019-12-27 01:32:19,"Linkin Park","Numb","Meteora"
"6701",2019-12-27 01:31:32,"Green Day","Wake Me Up When September Ends","American Idiot (Deluxe)"
"6702",2019-12-27 01:26:42,"Green Day","Wake Me Up When September Ends","American Idiot (Deluxe)"
"6703",2019-12-27 01:19:27,"Audioslave","Be Yourself","Out of Exile"
"6704",2019-12-27 01:14:41,"Volbeat","Black Rose","Seal the Deal & Let's Boogie (Deluxe)"
"6705",2019-12-27 01:10:03,"In Flames","Ordinary Story","Colony (Reissue 2014)"
"6706",2019-12-27 01:04:59,"In Flames","Colony","Colony (Reissue 2014)"
"6707",2019-12-27 01:01:11,"In Flames","Tilt","A Sense Of Purpose (Re-issue 2014)"
"6708",2019-12-27 00:57:00,"In Flames","I'm the Highway","A Sense Of Purpose (Re-issue 2014)"
"6709",2019-12-27 00:52:09,"In Flames","Alias","A Sense Of Purpose (Re-issue 2014)"
"6710",2019-12-27 00:47:58,"In Flames","Sleepless Again","A Sense Of Purpose (Re-issue 2014)"
"6711",2019-12-27 00:44:20,"In Flames","Disconnected","A Sense Of Purpose (Re-issue 2014)"
"6712",2019-12-27 00:41:19,"In Flames","The Mirror's Truth","A Sense Of Purpose (Re-issue 2014)"
"6713",2019-12-27 00:35:20,"Battle Beast","Eden","No More Hollywood Endings"
"6714",2019-12-27 00:31:24,"Battle Beast","No More Hollywood Endings","No More Hollywood Endings"
"6715",2019-12-27 00:30:42,"Children of Bodom","Follow the Reaper","Follow the Reaper"
"6716",2019-12-27 00:25:18,"Children of Bodom","In Your Face","Are You Dead Yet?"
"6717",2019-12-27 00:22:26,"Children of Bodom","I´m Shipping Up To Boston","Holiday At Lake Bodom, 15 Years of Wasted Youth"
"6718",2019-12-27 00:18:00,"Children of Bodom","Needled 24/7","Hate Crew Deathroll"
"6719",2019-12-27 00:18:00,"Children of Bodom","Are You Dead Yet?","Are You Dead Yet?"
"6720",2019-12-27 00:13:57,"Children of Bodom","Are You Dead Yet?","Are You Dead Yet?"
"6721",2019-12-26 23:45:08,"Iron Maiden","Wasted Years - 1998 Remaster","Somewhere Back In Time (The Best Of 1980 - 1989)"
"6722",2019-12-26 23:44:08,"Pink Floyd","Time","The Dark Side of the Moon"
"6723",2019-12-26 23:37:10,"Pink Floyd","Time","The Dark Side Of The Moon [Remastered] (Remastered Version)"
"6724",2019-12-26 23:31:47,"Pink Floyd","Wish You Were Here","Wish You Were Here"
"6725",2019-12-26 23:29:24,"Thousand Foot Krutch","Take It Out On Me","Welcome to the Masquerade (Fan Edition)"
"6726",2019-12-26 23:25:25,"Thousand Foot Krutch","Courtesy Call","The End Is Where We Begin"
"6727",2019-12-26 23:21:36,"Eluveitie","The Call of the Mountains","Origins"
"6728",2019-12-26 23:15:45,"Korpiklaani","Lempo","Lempo"
"6729",2019-12-26 23:12:33,"Korpiklaani","Vodka","Karkelo"
"6730",2019-12-26 23:04:43,"Insomnium","While We Sleep","Shadows Of The Dying Sun"
"6731",2019-12-26 23:01:41,"Children of Bodom","Danger Zone","I Worship Chaos"
"6732",2019-12-26 22:53:08,"Lamb of God","Reclamation","Wrath (Special Edition)"
"6733",2019-12-26 22:48:51,"Mors Subita","As Humanity Weeps","Into the Pitch Black"
"6734",2019-12-26 22:43:56,"Cattle Decapitation","Gristle Licker","Monolith of Inhumanity"
"6735",2019-12-26 22:40:01,"Cattle Decapitation","Forced Gender Reassignment","Monolith of Inhumanity"
"6736",2019-12-26 22:37:02,"Cattle Decapitation","A Living, Breathing Piece of Defecating Meat","Monolith of Inhumanity"
"6737",2019-12-26 22:30:30,"Cattle Decapitation","A Living, Breathing Piece of Defecating Meat","Monolith of Inhumanity"
"6738",2019-12-26 22:25:21,"Arch Enemy","War Eternal","War Eternal"
"6739",2019-12-26 22:21:29,"Amon Amarth","Guardians of Asgaard","Twilight of the Thunder God"
"6740",2019-12-26 22:16:30,"Dark Tranquillity","The Grandest Accusation","We are the Void"
"6741",2019-12-26 22:11:03,"Tool","Sober","Undertow"
"6742",2019-12-26 22:06:41,"In Flames","Moonshield - Live","The Jester Race (Reissue 2014)"
"6743",2019-12-26 22:02:15,"Eternal Tears of Sorrow","The River Flows Frozen","A Virgin and a Whore"
"6744",2019-12-26 21:57:59,"Dark Tranquillity","Misery's Crown","Fiction"
"6745",2019-12-26 21:35:35,"Eternal Tears of Sorrow","The River Flows Frozen","A Virgin and a Whore"
"6746",2019-12-26 21:06:32,"Eternal Tears of Sorrow","The Last One for Life","A Virgin and a Whore"
"6747",2019-12-26 21:00:46,"Eternal Tears of Sorrow","The River Flows Frozen","A Virgin and a Whore"
"6748",2019-12-26 20:55:34,"Tool","Reflection","Lateralus"
"6749",2019-12-26 20:49:17,"Tool","Parabola","Lateralus"
"6750",2019-12-26 20:46:14,"Tool","Parabol","Lateralus"
"6751",2019-12-26 20:28:58,"Mors Subita","As Humanity Weeps","Into the Pitch Black"
"6752",2019-12-26 20:24:56,"Mors Subita","As Humanity Weeps","Into the Pitch Black"
"6753",2019-12-26 00:23:23,"Harakiri for the Sky","You Are the Scars","You Are the Scars"
"6754",2019-12-26 00:00:09,"Eluveitie","Rebirth","Rebirth"
"6755",2019-12-25 23:56:55,"Rytmihäiriö","Spurgurituaali","Gambinapsykoosi"
"6756",2019-12-25 23:52:47,"Mors Subita","As Humanity Weeps","Into the Pitch Black"
"6757",2019-12-25 23:47:07,"Mors Subita","Shadows","Into the Pitch Black"
"6758",2019-12-25 23:41:39,"Mors Subita","As Humanity Weeps","Into the Pitch Black"
"6759",2019-12-25 23:35:20,"Mors Subita","As Humanity Weeps","Into the Pitch Black"
"6760",2019-12-25 06:14:39,"Insomnium","While We Sleep","Shadows Of The Dying Sun"
"6761",2019-12-25 06:10:32,"Cattle Decapitation","One Day Closer to the End of the World","Death Atlas"
"6762",2019-12-25 00:58:13,"Insomnium","Shadows Of The Dying Sun","Shadows Of The Dying Sun"
"6763",2019-12-25 00:52:02,"Insomnium","While We Sleep","Shadows Of The Dying Sun"
"6764",2019-12-25 00:46:48,"Sabaton","Bismarck","Bismarck"
"6765",2019-12-25 00:43:06,"All That Remains","What If I Was Nothing","A War You Cannot Win"
"6766",2019-12-25 00:35:12,"Harakiri for the Sky","You Are the Scars","You Are the Scars"
"6767",2019-12-25 00:20:01,"Mors Subita","As Humanity Weeps","Into the Pitch Black"
"6768",2019-12-25 00:13:45,"Pink Floyd","Wish You Were Here","Wish You Were Here"
"6769",2019-12-25 00:09:21,"Pink Floyd","Breathe (In The Air)","The Dark Side Of The Moon [Remastered] (Remastered Version)"
"6770",2019-12-25 00:02:27,"Pink Floyd","Time","The Dark Side of the Moon"
"6771",2019-12-24 23:59:45,"Alborosie","Kingston Town","Soul Pirate"
"6772",2019-12-24 23:56:52,"Dark Tranquillity","Misery's Crown","Fiction"
"6773",2019-12-24 23:51:57,"Battle Beast","Eden","No More Hollywood Endings"
"6774",2019-12-24 23:48:38,"In Flames","The Jester's Dance","The Jester Race (Reissue 2014)"
"6775",2019-12-24 23:43:37,"In Flames","Moonshield","The Jester Race (Reissue 2014)"
"6776",2019-12-24 23:36:22,"Cattle Decapitation","The Great Dying, Pt. 2","Death Atlas"
"6777",2019-12-24 23:31:46,"Cattle Decapitation","Absolute Destitute","Death Atlas"
"6778",2019-12-24 23:27:18,"Cattle Decapitation","Bring Back the Plague","Death Atlas"
"6779",2019-12-24 23:23:32,"Cattle Decapitation","One Day Closer to the End of the World","Death Atlas"
"6780",2019-12-24 23:22:41,"Arch Enemy","War Eternal","War Eternal"
"6781",2019-12-24 23:18:26,"Arch Enemy","War Eternal","War Eternal"
"6782",2019-12-24 23:17:22,"Eluveitie","Ambiramus - Live","Live at Masters of Rock 2019"
"6783",2019-12-24 23:14:15,"Eluveitie","Ambiramus - Live","Live at Masters of Rock 2019"
"6784",2019-12-24 23:14:15,"Eluveitie","Thousandfold - Live","Live at Masters of Rock 2019"
"6785",2019-12-24 23:10:10,"Eluveitie","A Rose for Epona - Live","Live at Masters of Rock 2019"
"6786",2019-12-24 23:10:10,"Eluveitie","Thousandfold - Live","Live at Masters of Rock 2019"
"6787",2019-12-24 23:05:46,"Eluveitie","A Rose for Epona - Live","Live at Masters of Rock 2019"
"6788",2019-12-24 22:58:13,"Eluveitie","Deathwalker - Live","Live at Masters of Rock 2019"
"6789",2019-12-24 22:53:43,"Eluveitie","The Call of the Mountains - Live","Live at Masters of Rock 2019"
"6790",2019-12-24 22:53:43,"Eluveitie","King - Live","Live at Masters of Rock 2019"
"6791",2019-12-24 22:48:38,"Eluveitie","King - Live","Live at Masters of Rock 2019"
"6792",2019-12-24 22:43:39,"Eluveitie","Ategnatos - Live","Live at Masters of Rock 2019"
"6793",2019-12-24 22:40:17,"Eluveitie","Lvgvs","Evocation II - Pantheon"
"6794",2019-12-24 22:37:25,"Eluveitie","Ambiramus","Ategnatos"
"6795",2019-12-24 22:32:14,"Eluveitie","The Call of the Mountains","Origins"
"6796",2019-12-24 22:28:11,"Rammstein","Deutschland","Deutschland"
"6797",2019-12-24 22:28:11,"Rammstein","DEUTSCHLAND - RMX BY RICHARD Z. KRUSPE","Deutschland"
"6798",2019-12-24 22:22:50,"Rammstein","Deutschland","Deutschland"
"6799",2019-12-24 22:19:30,"Korpiklaani","Vodka","Karkelo"
"6800",2019-12-24 22:17:43,"Korpiklaani","Jägermeister","Jägermeister"
"6801",2019-12-24 22:12:07,"Korpiklaani","Lempo","Lempo"
"6802",2019-12-24 22:09:07,"Korpiklaani","A Man With A Plan","A Man with a Plan"
"6803",2019-12-24 22:05:58,"Korpiklaani","Ievan polkka","Manala"
"6804",2019-12-24 22:02:59,"Korpiklaani","Vodka","Karkelo"
"6805",2019-12-24 21:58:00,"Death","Crystal Mountain","Symbolic (Remastered Version)"
"6806",2019-12-24 21:54:56,"At the Gates","Slaughter of the Soul","Slaughter of the Soul (Full Dynamic Range Edition)"
"6807",2019-12-24 21:54:56,"Obscura","Incarnated","Illegimitation"
"6808",2019-12-24 21:49:37,"Obscura","Incarnated","Illegimitation"
"6809",2019-12-24 21:46:06,"Eluveitie","Rebirth","Rebirth"
"6810",2019-12-24 21:44:22,"Rytmihäiriö","Spurgurituaali","Gambinapsykoosi"
"6811",2019-12-24 21:40:14,"Mors Subita","As Humanity Weeps","Into the Pitch Black"
"6812",2019-12-24 21:37:20,"Skiltron","Hate Of My Life","Legacy Of Blood"
"6813",2019-12-24 21:31:35,"Tool","Parabol","Lateralus"
"6814",2019-12-24 21:31:35,"Tool","Parabola","Lateralus"
"6815",2019-12-24 21:28:31,"Tool","Parabol","Lateralus"
"6816",2019-12-24 21:22:04,"Tool","The Grudge","Lateralus"
"6817",2019-12-24 14:58:19,"Lamb of God","Laid to Rest","Ashes of the Wake (15th Anniversary)"
"6818",2019-12-24 03:58:15,"Lamb of God","Walk With Me In Hell","Sacrament"
"6819",2019-12-24 02:55:11,"Persefone","Inner Fullness","Spiritual Migration"
"6820",2019-12-24 02:49:29,"Persefone","Consciousness (Pt.2) : A Path to Enlightenment","Spiritual Migration"
"6821",2019-12-24 02:46:26,"Persefone","Consciousness (Pt.1) : Sitting in Silence","Spiritual Migration"
"6822",2019-12-24 02:37:48,"Persefone","The Majestic of Gaia","Spiritual Migration"
"6823",2019-12-24 02:33:55,"Persefone","The Great Reality","Spiritual Migration"
"6824",2019-12-24 02:33:55,"Persefone","Zazen Meditation","Spiritual Migration"
"6825",2019-12-24 02:27:28,"Persefone","The Great Reality","Spiritual Migration"
"6826",2019-12-24 02:22:23,"Persefone","Flying Sea Dragons","Spiritual Migration"
"6827",2019-12-24 02:22:22,"Persefone","Mind as Universe","Spiritual Migration"
"6828",2019-12-24 02:20:36,"Persefone","Flying Sea Dragons","Spiritual Migration"
"6829",2019-12-24 01:57:15,"Skiltron","Hate Of My Life","Legacy Of Blood"
"6830",2019-12-24 01:53:00,"Mors Subita","As Humanity Weeps","Into the Pitch Black"
"6831",2019-12-24 01:46:08,"Amon Amarth","Valhall Awaits Me","With Oden On Our Side"
"6832",2019-12-24 01:42:00,"Seamus Kennedy","The Beer Song","On the Rocks"
"6833",2019-12-24 01:39:47,"Alestorm","Magnetic North","Sunset on the Golden Age"
"6834",2019-12-24 01:35:50,"Alestorm","Alestorm","No Grave but the Sea (Deluxe Edition)"
"6835",2019-12-24 01:32:08,"Alestorm","Hangover","Sunset on the Golden Age"
"6836",2019-12-24 01:32:08,"Alestorm","Mexico","No Grave but the Sea (Deluxe Edition)"
"6837",2019-12-24 01:28:58,"Alestorm","Mexico","No Grave but the Sea (Deluxe Edition)"
"6838",2019-12-24 01:25:36,"Alestorm","Drink","Sunset on the Golden Age"
"6839",2019-12-24 00:50:43,"Abigail Williams","I Will Depart","Walk Beyond the Dark"
"6840",2019-12-24 00:46:04,"All That Remains","What If I Was Nothing","A War You Cannot Win"
"6841",2019-12-24 00:40:51,"Soulfly","Jumpdafuckup","Primitive"
"6842",2019-12-24 00:34:52,"Orbit Culture","Redfog","Redfog"
"6843",2019-12-24 00:34:52,"Sabaton","Bismarck","Bismarck"
"6844",2019-12-24 00:29:39,"Sabaton","Bismarck","Bismarck"
"6845",2019-12-24 00:24:22,"Sabaton","Bismarck","Bismarck"
"6846",2019-12-24 00:18:48,"Sabaton","Resist and Bite","Heroes"
"6847",2019-12-24 00:18:48,"Sabaton","Bismarck","Bismarck"
"6848",2019-12-24 00:15:21,"Sabaton","Resist and Bite","Heroes"
"6849",2019-12-24 00:10:23,"Eluveitie","Rebirth","Rebirth"
"6850",2019-12-24 00:07:12,"Children of Bodom","Danger Zone","I Worship Chaos"
"6851",2019-12-23 23:57:50,"Children of Bodom","Morrigan","I Worship Chaos"
"6852",2019-12-23 23:57:50,"Children of Bodom","I Worship Chaos","I Worship Chaos"
"6853",2019-12-23 23:54:09,"Children of Bodom","I Worship Chaos","I Worship Chaos"
"6854",2019-12-23 23:51:09,"Children of Bodom","Danger Zone","I Worship Chaos"
"6855",2019-12-23 23:46:45,"Children of Bodom","In Your Face","Are You Dead Yet?"
"6856",2019-12-23 22:37:38,"Children of Bodom","In Your Face","Are You Dead Yet?"
"6857",2019-12-23 22:32:04,"Children of Bodom","Are You Dead Yet?","Are You Dead Yet?"
"6858",2019-12-23 22:27:01,"Children of Bodom","Hexed","Hexed (Deluxe Version)"
"6859",2019-12-23 22:24:02,"Children of Bodom","Morrigan","I Worship Chaos"
"6860",2019-12-23 22:24:02,"Children of Bodom","Danger Zone","I Worship Chaos"
"6861",2019-12-23 22:18:56,"Children of Bodom","Morrigan","I Worship Chaos"
"6862",2019-12-23 22:12:50,"Eternal Tears of Sorrow","The River Flows Frozen","A Virgin and a Whore"
"6863",2019-12-23 22:08:20,"Iron Maiden","Wasted Years - 2015 Remaster","Somewhere In Time (2015 Remaster)"
"6864",2019-12-23 22:02:56,"Iron Maiden","Wasted Years - 2015 Remaster","Somewhere In Time (2015 Remaster)"
"6865",2019-12-23 21:57:34,"Iron Maiden","Wasted Years - 2015 Remaster","Somewhere In Time (2015 Remaster)"
"6866",2019-12-23 19:49:48,"Alestorm","Mexico","No Grave but the Sea (Deluxe Edition)"
"6867",2019-12-23 19:46:25,"Alestorm","Drink","Sunset on the Golden Age"
"6868",2019-12-23 19:46:01,"Lamb of God","512","VII: Sturm Und Drang"
"6869",2019-12-23 19:41:22,"Lamb of God","512","VII: Sturm Und Drang"
"6870",2019-12-23 19:36:01,"Amorphis","Death Of A King","Under The Red Cloud"
"6871",2019-12-23 19:31:47,"Arch Enemy","War Eternal","War Eternal"
"6872",2019-12-23 19:27:40,"Children of Bodom","Are You Dead Yet?","Are You Dead Yet?"
"6873",2019-12-23 19:24:05,"Mustan Kuun Lapset","Kohti Valoa","Valo"
"6874",2019-12-23 19:20:10,"Gatecreeper","Stronghold","Sonoran Depravation"
"6875",2019-12-23 19:13:58,"Beyond Creation","Omnipresent Perception","The Aura"
"6876",2019-12-23 19:10:10,"Cattle Decapitation","One Day Closer to the End of the World","Death Atlas"
"6877",2019-12-23 19:04:13,"Norther","Nothing","Death Unlimited"
"6878",2019-12-23 18:59:54,"Gojira","L'Enfant Sauvage","L'Enfant Sauvage"
"6879",2019-12-23 18:51:54,"Abigail Williams","I Will Depart","Walk Beyond the Dark"
"6880",2019-12-23 18:46:41,"Children of Bodom","Morrigan","I Worship Chaos"
"6881",2019-12-23 18:42:50,"Lamb of God","Laid to Rest","Ashes of the Wake (15th Anniversary)"
"6882",2019-12-23 18:38:39,"Vale Of Pnath","The Darkest Gate","Accursed"
"6883",2019-12-23 18:31:49,"Death","Crystal Mountain","Symbolic (Remastered Version)"
"6884",2019-12-23 18:28:47,"At the Gates","Slaughter of the Soul","Slaughter of the Soul (Full Dynamic Range Edition)"
"6885",2019-12-23 18:23:27,"Obscura","Incarnated","Illegimitation"
"6886",2019-12-23 18:18:27,"Cattle Decapitation","Death Atlas","Death Atlas"
"6887",2019-12-23 18:15:28,"Aephanemer","Bloodline","Prokopton"
"6888",2019-12-23 18:10:43,"All That Remains","What If I Was Nothing","A War You Cannot Win"
"6889",2019-12-23 18:05:34,"Sabaton","Bismarck","Bismarck"
"6890",2019-12-23 18:02:08,"Sabaton","Resist and Bite","Heroes"
"6891",2019-12-23 17:56:39,"Eluveitie","Rebirth","Rebirth"
"6892",2019-12-23 17:32:05,"Lamb of God","Again We Rise","Sacrament"
"6893",2019-12-23 17:27:34,"Lamb of God","Again We Rise","Sacrament"
"6894",2019-12-23 17:22:24,"Lamb of God","Walk With Me In Hell","Sacrament"
"6895",2019-12-23 17:18:19,"Lamb of God","Laid to Rest","Ashes of the Wake (15th Anniversary)"
